id_subtask,cliente,cnpj,servico,valorr,ultima_parcela_recorrente,dias_desde,impacto_estimado_rs
86a64qpve,Zoe Wellness,53042417000183,CRO (UI/UX),0.00,1740625200000,412,0.00
86a64qpve,Zoe Wellness,53042417000183,CRO (UI/UX),0.00,,0,0.00
86a64qqk5,Zoe Wellness,53042417000183,CRO,0.00,1740625200000,412,0.00
86a64qqk5,Zoe Wellness,53042417000183,CRO,0.00,,0,0.00
86a6912rv,Programasom,53130563000160,Landing Page,0.00,1753844400000,259,0.00
86a65ew8p,NP Beauty,53217230000173,Gameplan,0.00,1743390000000,380,0.00
86a7wwwfv,Ovacare,53274948000100,Ecommerce,0.00,,0,0.00
86a57q4yb,Iliad,53310155000190,Creators Starter,0.00,1740625200000,412,0.00
86a57q4yb,Iliad,53310155000190,Creators Starter,0.00,,0,0.00
86a61jd5j,Iliad,53310155000190,CRO,0.00,1740625200000,412,0.00
86a61jd5j,Iliad,53310155000190,CRO,0.00,,0,0.00
86a57q6by,Iliad,53310155000190,Automacoes,0.00,1740625200000,412,0.00
86a57q6by,Iliad,53310155000190,Automacoes,0.00,,0,0.00
86abpjk0g,Atlanta Bike,53322748000177,Ecommerce,0.00,1762484400000,159,0.00
86a7bjr0d,Fraiol,53412277000198,Creators Pontual,0.00,,0,0.00
86a920gjw,Smart Mini,54046777000116,Creators Pontual,0.00,1754362800000,253,0.00
86a6cxt69,You Sense,54133471000105,Creators Pontual,0.00,1738724400000,434,0.00
86a69tryj,RevUp,54176489000186,Creators,0.00,1737946800000,443,0.00
86a8euajv,Sales Rocket,54190258000127,Identidade Visual,0.00,,0,0.00
86a6a8fty,Flora Bio,54378550000178,Ecommerce,0.00,1758769200000,202,0.00
86a68phw2,Flora Bio,54378550000178,Creators,0.00,1758769200000,202,0.00
86a8ermth,Metabol Saúde,54508821000162,Creators Pontual,0.00,,0,0.00
86a644rfm,Pilhei,54613961000109,Gameplan,0.00,1753930800000,258,0.00
86abfkk2c,LAKTUS,54761432000144,Landing Page,0.00,1764903600000,131,0.00
86a64rt88,Bosco,54907558000184,Ecommerce,0.00,,0,0.00
86a61wfkp,EasyConta,55165691000175,ID Visual,0.00,,0,0.00
86a61wfm3,EasyConta,55165691000175,Landing Page,0.00,,0,0.00
86acc90yz,Sintropia,55387580000103,Landing Page,0.00,1766631600000,111,0.00
86a7n5ryj,UR,55445572000176,Ecommerce,0.00,,0,0.00
86adqeztt,Noway Drink,55529395000106,E-commerce,0.00,1740625200000,412,0.00
86a78zy9h,Bebê Tricot,55594648000206,Ecommerce,0.00,1757646000000,215,0.00
86a6f9fue,Care Company,55649027000100,Creators Pontual,0.00,,0,0.00
86adgw5tr,Outin.brasil,55662361000195,Creators Pontual - Scale,0.00,1764471600000,136,0.00
86a6399dn,Palácio dos Brinquedos,55695230000104,Ecommerce,0.00,1750042800000,303,0.00
86aaz14pn,Blackstone,55764430000171,Creators Pontual,0.00,1759633200000,192,0.00
86a6439w9,LucyDays,55783850000103,Ecommerce,0.00,1753671600000,261,0.00
86a4jhu8q,Condromed,55917118000170,Creators Enterprise,0.00,1757041200000,222,0.00
86a55ytff,Chama 27,55940569000129,Creators Scale,0.00,1751252400000,289,0.00
86a5cfn28,Chama 27,55940569000129,ID Visual,0.00,1751252400000,289,0.00
86a7k6gr3,All out,56031589000140,Creators Pontual,0.00,,0,0.00
86a7k6gr3,All out,56031589000140,Creators Pontual,0.00,1753758000000,260,0.00
86a8f21ud,All out,56031589000140,Creators Pontual,0.00,,0,0.00
86a8f21ud,All out,56031589000140,Creators Pontual,0.00,1753758000000,260,0.00
86a8k4t2h,All out,56031589000140,Creators Pontual,0.00,,0,0.00
86a8k4t2h,All out,56031589000140,Creators Pontual,0.00,1753758000000,260,0.00
86a644qyx,Paula Souza Utensílios,56155234000162,Gameplan,0.00,1743822000000,375,0.00
86a8b5ar7,Paula Souza Utensílios,56155234000162,Ecommerce,0.00,1743822000000,375,0.00
86acnkxku,Não vai? Tô indo,56186714000190,Creators Pontual (3 meses),0.00,1766199600000,116,0.00
86abeqd80,Sofavix,56201250000144,4 Criativos Pontual,0.00,1759028400000,199,0.00
86a64h973,Sofavix,56201250000144,Landing Page,0.00,1759028400000,199,0.00
86a64h93m,Sofavix,56201250000144,Turbo Funnels,0.00,1759028400000,199,0.00
86a9x44ye,Lahza,56300677000108,CRO Pontual,0.00,1764471600000,136,0.00
86aabgqfx,Lahza,56300677000108,CRM Implantação,0.00,1764471600000,136,0.00
86a64vbw9,Smart Center,56366851000107,Lading Page,0.00,1736650800000,458,0.00
86a6kftcu,The Green Powder,56367623000151,Creators,0.00,1746586800000,343,0.00
86a8abcbt,Gota Tropicana,56383855000101,CRO Pontual,0.00,,0,0.00
86a9h8yjd,Ortogold,56436422000169,Creators Pontual,0.00,1762311600000,161,0.00
86a5qr63f,Ekilibre Amazônia,56886571000120,E-mail Marketing,0.00,,0,0.00
86ad3kzzx,CtrlMIND,56936969000123,E-commerce - Bloom Wellness,0.00,1768446000000,90,0.00
86ad403rt,CtrlMIND,56936969000123,E-commerce - Control Mind,0.00,1768446000000,90,0.00
86a5u83zd,Ideale Vitta,56939350000172,ID visual,0.00,1752289200000,277,0.00
86a53mq9e,Ideale Vitta,56939350000172,Creators Scale,0.00,1752289200000,277,0.00
86a61hd4g,Ideale Vitta,56939350000172,Creators Scale,0.00,1752289200000,277,0.00
86a61j278,Ideale Vitta,56939350000172,Ecommerce,0.00,1752289200000,277,0.00
86a66a8n8,Ziva,56961649000123,Ecommerce,0.00,1744426800000,368,0.00
86a9jhfx1,Spark,57020452000152,Creators Pontual,0.00,1756090800000,233,0.00
86a63n1xb,Soon Malu Borges,57244786000100,CRM & E-mail Marketing,0.00,,0,0.00
86a63n2tu,Soon Malu Borges,57244786000100,E-mail Marketing,0.00,,0,0.00
86a7jugrn,Noomind,57283571000106,Ecommerce,0.00,,0,0.00
86aejh75n,Switch,57322486000100,Creators Pontual,0.00,,0,0.00
86a781wb3,Mud,57389102000168,Creators,0.00,1758769200000,202,0.00
86a781wb3,Mud,57389102000168,Creators,0.00,,0,0.00
86aezqrm3,@brule.cream,57456044000148,Creators Pontual,0.00,1770260400000,69,0.00
86abe3jyy,Gance,57519971000160,Creators Pontual,0.00,1758337200000,207,0.00
86a81x5vt,Bueno Mate,57675640000119,Ecommerce,0.00,,0,0.00
86aa3vjd2,Izabela ,57804100000198,Performance,0.00,1749092400000,314,0.00
86ab9wdmb,YahYom,58249776000120,Creators Pontual,0.00,1759633200000,192,0.00
86a91yntr,MCS Suplementos,58478391000134,Landing Page,0.00,1760065200000,187,0.00
86a7bjvcy,Vale Beleza,58586813000195,Landing Page,0.00,1761534000000,170,0.00
86ac60qbm,Glimmer,58751583000172,E-commerce,0.00,1762311600000,161,0.00
86acnezcx,Livraria Nossa Senhora Aparecida,59017759000120,E-mail Marketing,0.00,1764039600000,141,0.00
86abyv9q7,Livraria Nossa Senhora Aparecida,59017759000120,Landing Page,0.00,1764039600000,141,0.00
86abg20dx,Fitlifer,59099429000120,Creators Pontual,0.00,1758337200000,207,0.00
86ad43a6j,Marin Joias,59146609000116,Creators Pontual - Starter,0.00,1763953200000,142,0.00
86aay8ef8,Bon Luar,59157473000140,Performance,0.00,1755658800000,238,0.00
86aay8efn,Bon Luar,59157473000140,Creators Pontual,0.00,1755658800000,238,0.00
86adz0gxb,PAZ,59423610000140,E-commerce,0.00,1769742000000,75,0.00
86a90eue8,Rise,59451793000108,Pacote de Criativos,0.00,1750388400000,299,0.00
86a90eue8,Rise,59451793000108,Pacote de Criativos,0.00,,0,0.00
86a7cjyad,Iórus Professional,59904633000177,Ecommerce,0.00,1749783600000,306,0.00
86ac776ev,OTO,59953938000179,E-commerce,0.00,,0,0.00
86a815u2w,Bella Boom,59997141000173,Creators Pontual,0.00,,0,0.00
86a815u2w,Bella Boom,59997141000173,Creators Pontual,0.00,1763607600000,146,0.00
86adxac37,Mariaa by,60209176000180,Creators Enterprise Pontual,0.00,1768014000000,95,0.00
86abc3n96,Desirée,60671215000166,Landing Page,0.00,1758337200000,207,0.00
86abg1qy6,GC BY ME,60704274000193,E-commerce,0.00,1766631600000,111,0.00
86adjm7b9,Nutraland,60740058000101,Creators Pontual,0.00,1765854000000,120,0.00
86acj9uwd,Sié,60978916000142,E-commerce,0.00,1765767600000,121,0.00
86ad7pqcx,WE HATE SHOPPING,61467190000146,Broadcast - Starter,0.00,1768446000000,90,0.00
86abg1gte,WE HATE SHOPPING,61467190000146,E-commerce,0.00,1768446000000,90,0.00
86act7a40,PODUH,62204398000135,Creators Pontual - Scale,0.00,1768532400000,89,0.00
86acyy76r,Kingly co.,62828754000191,Creators Pontual - Starter,0.00,1770260400000,69,0.00
86acchqa5,Nutrisec,62831768000164,Creators Pontual - Starter,0.00,,0,0.00
86age9k1c,Saltz Michelson,00000000000001,Landing Page,0.00,,0,0.00
86ad7ak65,Solágua Aquecimento Solar,63032889000109,Landing Page,0.00,1768878000000,85,0.00
86abnz344,Saltz Michelson,00000000000001,Site Institucional,0.00,,0,0.00
86a7ptvrw,Maquês,00000384574157,Landing Page,0.00,1752116400000,279,0.00
86a7ptvrw,Maquês,00000384574157,Landing Page,0.00,,0,0.00
86aabjvdz,Candlife,00000828403694,ID Visual,0.00,1768446000000,90,0.00
86aabjv9n,Candlife,00000828403694,Landing Page,0.00,1768446000000,90,0.00
86a4kba5k,ViniCarmel,00001763735192,ID Visual,0.00,,0,0.00
86a63mxaq,ViniCarmel,00001763735192,Ecommerce,0.00,,0,0.00
86abzbyqf,MP ENGLISH SCHOOL,00003402138174,Landing Page,0.00,1768878000000,85,0.00
86aa5aexa,MasterHub,00004674026121,Creators Pontual,0.00,1753326000000,265,0.00
86abc1xpu,Viv+,00007914441716,E-commerce,0.00,1757473200000,217,0.00
86ad5f28z,Viv+,00007914441716,Social Media Personalizado Pontual ,0.00,1757473200000,217,0.00
86a77h7re,Orbby,00011116835738,Site Institucional,0.00,1755140400000,244,0.00
86aakmrvt,Use Kong,00011611907403,Creators Pontual,0.00,1758769200000,202,0.00
86adgytye,Laticinios 3e,00014047964794,Creators Pontual,0.00,1769742000000,75,0.00
86a640vur,Sueli Repulho,00014743384885,Landing Page,0.00,,0,0.00
86a9yvccv,Burguesinha,00021897971877,ID Visual,0.00,1762311600000,161,0.00
86adaedf6,Mpiton.IA,00027470440097,Social Media - Starter,0.00,1764644400000,134,0.00
86a63mdyv,Sigma R3,00031504050843,Landing Page,0.00,,0,0.00
86a7u6trb,Mystery Box Fc,00042043338854,Landing Page,0.00,,0,0.00
86a63yyw8,Boost Performance,00050242999816,Ecommerce,0.00,1738724400000,434,0.00
86aby2e3t, 100 Cifras,00066746647234,Creators Pontual - Starter,0.00,,0,0.00
86a6441q0,Patrícia Freitas Joias,00078445981749,Landing Page,0.00,,0,0.00
86a85zvkk,Rhize,00095910816187,Ecommerce,0.00,1765335600000,126,0.00
86a85zvkk,Rhize,00095910816187,Ecommerce,0.00,,0,0.00
86ac07nu1,Rhize,00095910816187,Social Media - Starter,0.00,1765335600000,126,0.00
86ac07nu1,Rhize,00095910816187,Social Media - Starter,0.00,,0,0.00
86aakkj4d,Rhize,00095910816187,2 Rótulos,0.00,1765335600000,126,0.00
86aakkj4d,Rhize,00095910816187,2 Rótulos,0.00,,0,0.00
86a85zvrh,Rhize,00095910816187,ID Visual,0.00,1765335600000,126,0.00
86a85zvrh,Rhize,00095910816187,ID Visual,0.00,,0,0.00
86a61jxfq,Kurumá,00827783000181,Creators Scale,0.00,,0,0.00
